"export-world data (NetLogo 6.0.1)"
"aaaa.nlogo"
"05/05/2017 17:47:23:977 +0300"

"RANDOM STATE"
"0 0 -1727483681 547 1.2070613048533951 false -606921993 1440242070 -1640532899 -249373210 -2018239859 1725429306 -182260248 -2054361165 -1661672980 412030181 148865798 -1253603162 772417433 1203122074 -1315640704 2072334891 -1928145176 237161032 -122152267 -550377805 -864773048 1137123440 -1209300469 -249751151 1206459359 235021469 2101341050 1689440826 1755418016 896109829 1554383512 -413627749 -1560374548 1367624160 774317653 1818538029 -1147897209 1191020243 1331466295 -1111646367 -319607022 -1449054340 -1059910436 -1499405883 537112840 1042151173 1439371461 -482975139 -777050340 -538437408 984561535 -1234650841 1347198379 -426488628 -80225890 -1468618211 -356806294 2044051526 -1590738962 -1743707614 660206045 2062536044 -1600224271 1027208911 -717044827 1767416790 -728336063 -597955201 -1402291273 160258516 1128310267 -776862443 102083474 -140508065 1112908203 -418418224 1213894968 1438800459 727799403 177198377 1540499861 1804588644 -236966467 367228752 994888877 -83807688 1048441164 1739509961 1106703463 1148910267 805607862 -1461817020 -1812137234 1581680212 1079708440 -102592010 -429537224 1209678054 1922525189 1068021818 1602142810 124492658 -1837173607 -2069760274 953509791 653024440 -1421776260 -1625623674 -629090429 2032991933 1088058006 -110394397 -1220766574 1805310281 995079825 1539256111 1187686616 1443638911 350655872 -560439011 716017030 -521489679 -174333481 -1473826789 -1917411421 562278354 -1838846571 1587727076 934829249 -1507726791 -565361008 -339760584 -673615868 -1303033093 2065166847 -2044346787 -1918256640 623261266 -1596132779 671576433 -1137465079 -717003480 1929590155 -404922557 -667926510 -1003281567 275168139 -1343111677 -749246507 1452380844 564782656 628336482 1562287739 112732719 396603426 421374589 -1201449249 -654924622 -1731376895 -698527390 1112348010 1467595155 -1589830005 1049639826 -1777416645 -427019547 913843901 705673450 -233837306 949303873 -103213065 1603213527 -131613179 709743730 1939041700 -1387048658 -1859448560 -1912274158 2017987909 543850185 961409651 -288880695 1729470765 -1636036455 -1033266947 -657579863 -1817784614 1187282159 269600103 -1184384842 -943371660 -1558927874 -796782306 -1618433635 -207713486 585700894 1341117081 1387570327 -939692365 -540785375 -1837000346 272343456 403230021 742062383 828317902 -669163705 2010590734 1097618549 -1906302690 673206744 -225659561 -658606027 -309089416 2120892046 1160901248 -724669979 1501324367 1278288733 -867749434 370745517 1031596235 642369454 -314710206 -806090388 89396238 -870270927 -182615910 -1375299492 -113105734 648415852 313327537 -452902829 777521135 1276155022 1672377091 -1464848579 -1614556723 848835327 1897111057 1843855335 -208810370 1741159491 -535169209 292512663 -1318689056 -1687793617 1466975801 1727927811 -1398920039 1452611934 -1891311735 208962291 -877066206 1069804196 1507818398 1795869027 -1890032804 1030216814 -281475989 405135934 1503965736 -847059782 909419657 -2144129542 1251141480 -927991000 -699568423 98628159 206608648 -1780070709 -283274000 128075836 -1200373346 -895841228 -1577486054 -1759550981 -273414898 -322263683 -101588317 -1262311272 1389683909 -1187407656 1276674883 -1601112645 626946595 1921897725 1960684108 -1248343694 1382477957 1433934792 1602439705 -2011107733 -902404579 464196767 -189756454 -292838236 306874670 -588610672 -868997975 -1946194314 -1027239405 -683254935 -720920315 -1143573991 1570829803 1733764716 -2068377346 303245018 -480102908 -1740687975 -1054180537 512560447 -906257788 -1678465948 750226986 1839221739 1031915424 -160620553 -1322612411 2014942245 1097641636 569224316 1862998009 1081376583 -635150041 -1707472060 2024897936 1118833592 -603142485 -219890439 929411101 1191773584 657679139 318171360 -223484082 -1825032096 1288248340 716596285 1742669682 -894487588 1327147756 -1996446211 53459466 1444286735 -1307890475 430668558 -1747384751 -1441592692 -1958801187 1386672496 1362925065 -1477153724 880420501 -1538575715 1239878674 -455508458 -1169974742 1621484008 879957930 1996675675 1428085845 -1200874023 1342246374 -714012585 -1462993297 1666220961 1385590803 1385841730 -770181353 272130560 1792577349 -1929045063 -631378950 2107210135 2017825346 832446254 -612880371 151220114 -1512987034 1466787847 -2107681147 -1575129479 -1890653961 -450540218 -1706002204 -877633349 118439458 2028376490 -462473327 1974286192 777627065 -1383243101 -1263139043 840939853 1838003438 124867549 -321185637 -1689114147 -991408578 1356174001 1113840252 -1716987630 1745602911 2047989551 628048124 -2074354901 -1690388247 641959048 482000588 1099609682 1100843075 -997242534 -1670447616 -48080839 384624492 1844979070 1820998624 -55254032 -1302589999 1006444683 454878443 -489964520 -1910644611 -1611661535 -655038944 1347710901 -1071283519 1108651054 1160558314 -1715529894 -346556669 -251804760 -822441445 1384860215 -417736076 933222939 -620075614 -1884047174 311361839 536158343 -257396339 1932660133 -607295457 -317320287 949981390 -1077513741 -1024096369 -1291822358 -602601509 -1947841086 1137774825 758920685 -838012797 610365710 917761764 -104128884 848770934 -1136653370 1077554395 -1767998198 -1387496370 -73375855 -981717779 1435453843 1585652017 -1858683418 -54199199 1262998784 1667230085 -301259007 -1776262559 -510413973 1992906658 2095278233 -1238701970 -244538830 1906859426 -1249473747 411941745 -77557999 614707175 2021750625 1884383925 1061919084 38508868 -1035926142 1500900244 -1352736583 -767476989 -254604076 1703646020 -1520419802 -205399905 450564782 2065617776 -1759112000 752374975 -514709452 -1599073503 -584856252 1332454642 -1421610849 -1810575942 -2063463571 -74711709 -1688040138 332280960 839544539 677567598 -1996748726 -1962808201 2034546771 1688236708 -1825190463 -2144039010 -1635118915 252721560 -420380058 -138415823 1547526646 -1383613114 -325596929 1167318933 -222163080 -1327508193 1650403442 -1212430945 -1707220667 2040639823 1851511503 -429685789 1126658427 -1257512765 1510353958 -1501234997 -1433462556 1998156101 -272431748 634392915 -2144386437 -1685069615 -738175521 1700904600 -73342324 -1022093229 -1823146070 -1469936585 -1167378770 1376313189 -1936086137 56123894 2055239673 345907567 -25207212 -713800044 1710902086 1157752178 -532872677 -1719436219 -1753341204 -1769739069 -1111962371 -697744474 1256910178 -1727828999 -1083338922 -1421373978 -952842101 -1074824675 -1779563706 -373375960 -8020568 -961967912 1415699714 -2118765156 -1257335326 799061405 2114443255 1764719110 1793034725 -1215472590 537328538 -1741620048 -1419608813 -839706646 -821267533 286202536 299445663 1618446592 1348557956 510109690 -84910109 741451945 -915084447 -505398163 -647133235 -1732487749 453921060 -1017660399 -210408386 1351285982 1307211384 -432084710 581124968 795451003 -85606908 -299974011 -1824781671 151200728 1105992874 1196182226 -1901300602 1352611385 -208216842 1140708 1537906792 -120461244 -2097683872 1507771894 428903647 -1593559337 1793495309 201177817 1480205631"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","angle","average-hospital-going-tendency","average-isolation-tendency","average-recovery-time","beta-n","border","gamma","infection-chance","initial-ambulance","initial-people","inoculation-chance","intra-mobility","links?","nb-infected-previous","r0","recovery-chance","travel-tendency","travel?"
"-25","25","-25","25","0","nobody","401","""NEITHER""","28","266.8366162708756","10","20","70","0.09375","{patches [0 25] [0 24] [0 23] [0 22] [0 21] [0 20] [0 19] [0 18] [0 17] [0 16] [0 15] [0 14] [0 13] [0 12] [0 11] [0 10] [0 9] [0 8] [0 7] [0 6] [0 5] [0 4] [0 3] [0 2] [0 1] [0 0] [0 -1] [0 -2] [0 -3] [0 -4] [0 -5] [0 -6] [0 -7] [0 -8] [0 -9] [0 -10] [0 -11] [0 -12] [0 -13] [0 -14] [0 -15] [0 -16] [0 -17] [0 -18] [0 -19] [0 -20] [0 -21] [0 -22] [0 -23] [0 -24] [0 -25]}","0.0625","75","1","400","5","1","false","64","1.0347694737849986","100","1","true"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","infected?","cured?","inoculated?","isolated?","hospitalized?","infection-length","recovery-time","isolation-tendency","hospital-going-tendency","continent","ambulance?","susceptible?","nb-infected","nb-recovered"
"0","15","263.105710308929","0","-10","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","true","false","false","true","false","8","47.34031671119253","6.325566271444847","0.7637049342513349","2","false","true","0","0"
"1","9.9","219.0173195460956","18.728767995605043","-10.722629463069659","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","31.875093998973767","10.682691374040044","0.46690656666841157","2","false","true","0","0"
"2","55","92.62564746929468","-11.43542271283083","0.854922992557622","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","true","false","false","false","4","18.93204541280981","4.347625437676605","1.5704447675400814","1","false","true","0","0"
"3","105","52.11828040688121","2.4295909964528635","20.615073391880298","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","true","false","false","0","6.090713587021437","1.4509325716637407","0","2","false","false","0","0"
"4","9.9","95.09205669366435","22.38329291801106","-23.992954623441037","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","27.25794715532461","7.99200658415685","3.1636758142052495","2","false","true","0","0"
"5","9.9","213.03915998509098","-13","23","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","14.02692036765583","8.381666060126502","1.2301675390622009","2","false","true","0","0"
"6","9.9","305.34114021095456","-20.824308500759695","-0.36088774280670477","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","13.367833059845635","2.758889551449367","1.8621556626977904","1","false","true","0","0"
"7","55","192.7655673565422","-1","2","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","true","false","false","false","12","11.425574068365524","3.9237583829452785","3.7126534652728287","1","false","true","0","0"
"8","55","25.37204221069979","4.744538265468098","20.51454560786196","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","true","false","false","false","1","0","7.688252393210719","2.363487266011869","2","false","true","0","0"
"9","55","299.8156983007401","-13.549773421930414","-0.03043863638022737","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","true","false","false","false","6","28.021613855582807","2.5114912552856423","6.012917768929811","1","false","true","0","0"
"10","15","269.72996594640114","12.95051014495777","6.11386404597175","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","true","false","false","false","false","7","40.33959712144237","2.6644660747567546","1.2100424823374056","2","false","true","0","0"
"11","55","291.5260066082315","2.860741592851753","10.481889563698498","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","true","false","false","false","1","0","0","2.417018885336797","2","false","true","0","0"
"12","9.9","0.29507618908769473","18.154676467503528","10.648316277596653","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","20.631208632343952","4.346686162437905","0","2","false","true","0","0"
"13","9.9","26.825298980736232","24.133300126417257","-5.8887725014194094","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","21.719745746393333","2.074838105851471","0.24416394748817094","2","false","true","0","0"
"14","9.9","47.94751962333487","-5.565162801364772","-18.073989882436063","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","0","0.5329868498800483","2.584089104599901","1","false","true","0","0"
"15","105","323.6162467835304","-6.367531762028341","9.096196148213803","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","true","false","false","0","36.54261679461725","12.737900015131206","9.567047290765913","1","false","false","0","0"
"16","9.9","316.7840033219315","-18.294497356216908","-24.57136500657741","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","64.77341009307014","5.828296044824475","2.7234535004271128","1","false","true","0","0"
"17","9.9","323.4684387163937","22.004326831921084","11.901505028928653","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","19.793788569406054","13.409024223249098","1.9801118120648158","2","false","true","0","0"
"18","9.9","320.4489138053351","-19.411133406390423","-6.332772628960531","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","14.945446350518257","9.453561765215035","3.382384883661304","1","false","true","0","0"
"19","15","114.84204906038511","6.980196257108088","-4.064232344145007","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","true","false","false","false","false","2","30.595212076865504","0.1375561529306033","3.7518035644355487","2","false","true","0","0"
"20","9.9","140.18192034241866","18.97691086998767","16.358027730132527","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","21.202533447014858","10.585902420479503","2.236098851018326","2","false","true","0","0"
"21","55","334.03951573966003","-15.077027357645427","5.660878527926949","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","true","false","false","false","6","28.936393122755177","0","0.9906111776481712","1","false","true","0","0"
"22","9.9","333.9654135196646","7.159049566916382","19.100311241227836","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","0","0","1.509692526480229","2","false","true","0","0"
"23","9.9","232.36485215348878","18.47353768385994","-17.648935668196227","""circle""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","1.124866627242227","3.825762936629679","3.2166066815622507","2","false","true","0","0"
"24","9.9","205.35764282815785","8","16","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","28.77046894767952","9.08792457019328","4.646661132662963","1","false","true","0","0"
"25","55","308.46761502859755","-6.910673413480766","8.756382788656738","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","true","false","false","false","1","0","10.316403698916313","2.984227239205525","1","false","false","0","0"
"26","9.9","190.5657837973573","-10.58383333748689","-4.849343036142877","""square""","""""","9.9","{all-turtles}","false","0.5","1","""up""","false","false","false","false","false","0","11.152383014912532","9.592823612553191","1.1631927743792538","1","false","true","0","0"
